application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION - Split 1,APPLICATION_CLASSIFICATION - Split 2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,CCCUpdateDate
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,1/7/2022,COMPLETE,MR281246,"Apical, Inc.",Easthampton,MA,01027,42.278867,-72.672453,19 Wemelco Way,,Easthampton,MA,01073,POINT (-72.62073 42.322256),POINT (-72.672453 42.2788669),19 Wemelco Way,,Easthampton,MA,01073,82-5135092,MRN281246,Mon Jul 15 2019 11:06:56 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Nov 27 2019 13:47:01 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201884,RP201884,Minority-Owned Business,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 17 2018 12:30:04 GMT-0400 (Eastern Daylight Time),Wed Jul 31 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 07 2019 13:30:45 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 21 2024 03:00:00 GMT-0500 (Eastern Standard Time),102 Northampton St,N/A,Hampshire County,300,10000,01027,Easthampton,Hampshire,42.322256,-72.62073,Western MA,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,4/14/2022,COMPLETE,MC281770,PURE BOTANICALS LLC,Pittsfield,MA,01201,42.447804,-73.262027,46 LUCILLE ST,,PITTSFIELD,MA,80206,POINT (-73.209889 42.396128),POINT (-73.262027 42.4478039),46 LUCILLE ST,,PITTSFIELD,MA,01201,85-5220358,MCN281770,Tue Mar 17 2020 16:17:46 GMT-0400 (Eastern Daylight Time),Fri Oct 11 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 15:12:08 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",Fri Sep 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 24 2018 17:19:21 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:36:16 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),239 West St,N/A,Berkshire County,200,1250,01201,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,9/5/2023
APPROVED,Marijuana Delivery Operator,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,9/1/2022,COMPLETE,MD1281,"Community Growth Partners Delivery, Inc.",Northampton,,01062,,,20 Ladd Avenue,,Northampton,MA,01062,POINT (-72.62073 42.322256),,783 S Main Street,,Great Barrington,MA,01230,87-1915131,MDA1281,Mon Dec 06 2021 17:00:19 GMT-0500 (Eastern Standard Time),Mon Nov 29 2021 10:33:50 GMT-0500 (Eastern Standard Time),,,,EE202207,INCOMPLETE,EE202038,,,,,Not a DBE,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 27 2021 22:18:04 GMT-0400 (Eastern Daylight Time),Fri Dec 10 2021 14:16:27 GMT-0500 (Eastern Standard Time),Thu Jan 20 2022 15:27:04 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 20 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,01062,Florence,Hampshire,42.322256,-72.62073,,8/14/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,6/2/2023,COMPLETE,MR284210,"Sanctuary Medicinals, Inc.",Woburn,MA,01801,42.51821,-71.13938,130 Commerce Way,,Woburn,MA,01801,POINT (-71.275566 42.459085),POINT (-71.139380 42.5182100),234 Taylor Street,,Littleton,MA,01460,82-0978452,MRN284210,Tue Nov 22 2022 11:31:19 GMT-0500 (Eastern Standard Time),Mon Nov 14 2022 13:14:04 GMT-0500 (Eastern Standard Time),Tue Feb 14 2023 12:43:44 GMT-0500 (Eastern Standard Time),True,no,,,,,APPROVED,RP201958,RPA201958,Not a DBE,,,Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Apr 04 2021 18:21:43 GMT-0400 (Eastern Daylight Time),Fri Dec 02 2022 12:42:07 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:26:37 GMT-0500 (Eastern Standard Time),Tue Feb 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Feb 14 2024 03:00:00 GMT-0500 (Eastern Standard Time),130 Commerce Way,N/A,Middlesex County,1500,10000,01801,Woburn,Middlesex,42.459085,-71.275566,Northeast,9/5/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,12/17/2018,COMPLETE,MR281252,Pharmacannis Massachusetts Inc.,Wareham,MA,02571,41.756021,-70.713285,112 Main Street,,Wareham,MA,02571,POINT (-70.818958 41.978877),POINT (-70.713284 41.7560209),112 Main Street,PO Box 391,Wareham,MA,02571,46-3307025,MRN281252,Thu Jul 05 2018 10:38:43 GMT-0400 (Eastern Daylight Time),Thu May 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 10 2018 10:49:41 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201821,RP201821,Not a DBE,,,Thu Nov 01 2018 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Apr 17 2018 13:42:58 GMT-0400 (Eastern Daylight Time),Thu Jul 05 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 09 2018 16:29:44 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),112 Main St,N/A,Plymouth County,300,5000,02571,Wareham,Plymouth,41.978877,-70.818958,Southeast and Cape,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283816,RC Retail Westfield LLC,Westfield,MA,01085,42.122262,-72.718453,265 Union Street,,Westfield,MA,01085,POINT (-72.571312 42.12756),POINT (-72.718452 42.1222619),200 Pratt Street,,Meriden,CT,06450,85-1112313,MRN283816,Thu Dec 17 2020 10:29:52 GMT-0500 (Eastern Standard Time),Wed Dec 23 2020 13:46:52 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,,,,Wed Oct 07 2020 15:19:17 GMT-0400 (Eastern Daylight Time),Thu Dec 24 2020 11:10:18 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 14:03:19 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),265 Union St,N/A,Hampden County,1500,10000,01085,Westfield,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Cultivator,Expedited Review - License Type,Expedited,License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283582,"LC Square, LLC.",Adams,MA,01220,42.654906,-73.109057,14 Fox Hill Drive,,Natick,MA,01760,POINT (-73.209889 42.396128),POINT (-73.109057 42.6549059),14 Fox Hill Drive,,Natick,MA,01760,83-0683727,MCN283582,Wed Sep 29 2021 22:20:17 GMT-0400 (Eastern Daylight Time),Fri Sep 10 2021 11:08:13 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,Outdoor,"Tier 09: 70,001 to 80,000 sq. ft",,Sun Aug 29 2021 15:21:15 GMT-0400 (Eastern Daylight Time),Fri Oct 08 2021 10:41:36 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:39:24 GMT-0500 (Eastern Standard Time),Fri Mar 11 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Mar 11 2023 03:00:00 GMT-0500 (Eastern Standard Time),173 Howland Ave,N/A,Berkshire County,1500,20000,01220,Adams,Berkshire,42.396128,-73.209889,Western MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282129,River Grove LLC,Holyoke,MA,01040,42.198539,-72.602157,475 Canal Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602157 42.1985389),226 South Main Street,,Fall River,MA,02721,87-3943758,MPN282129,Tue Mar 01 2022 13:30:59 GMT-0500 (Eastern Standard Time),Wed Dec 15 2021 13:38:18 GMT-0500 (Eastern Standard Time),,,yes,SE305147,,,,,,,Not a DBE,,,,Sun Oct 03 2021 07:40:33 GMT-0400 (Eastern Daylight Time),Fri Mar 04 2022 09:30:20 GMT-0500 (Eastern Standard Time),Thu Aug 11 2022 11:50:33 GMT-0400 (Eastern Daylight Time),,,475 Canal St,N/A,Hampden County,,,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282212,"FitzCanna, Inc",Clinton,MA,01510,42.412954,-71.679018,75 Green Street,,Clinton,MA,01510,POINT (-71.840209 42.329642),POINT (-71.679017 42.4129539),60 Bolton Station Road,,Lancaster,MA,01523,87-1573192,MPN282212,Tue May 09 2023 11:38:21 GMT-0400 (Eastern Daylight Time),Wed Dec 07 2022 15:57:47 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Woman-Owned Business,,,,Fri Jun 17 2022 13:41:55 GMT-0400 (Eastern Daylight Time),Fri May 12 2023 12:11:53 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 11:42:29 GMT-0400 (Eastern Daylight Time),,,75 Green St,N/A,Worcester County,1500,,01510,Clinton,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,4/10/2023,COMPLETE,MR282696,"Standard Naturals, LLC",Malden,MA,02148,42.443558,-71.025721,7 Linehurst Rd,,Malden,MA,02148,POINT (-71.275566 42.459085),POINT (-71.025721 42.4435580),296 Main Street,,Everett,MA,02149,83-3136384,MRN282696,Thu Apr 08 2021 19:06:22 GMT-0400 (Eastern Daylight Time),Fri Apr 02 2021 09:34:26 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu May 09 2019 09:58:51 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 09:04:38 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:13:48 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),7 Linehurst Rd,N/A,Middlesex County,1500,10000,02148,Malden,Middlesex,42.459085,-71.275566,Northeast,9/5/2023
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103201,"Uprising Therapeutics, Inc.",N/A,,N/A,,,37 Schuyler Street,,Boston,MA,02121,,,37 Schuyler Street,,Boston,MA,02121,85-2786703,PDOA103201,Fri Sep 04 2020 13:04:30 GMT-0400 (Eastern Daylight Time),Wed Sep 02 2020 04:00:00 GMT-0400 (Eastern Daylight Time),,,,SE304739,,,,,,,Not a DBE,,,,Mon Aug 31 2020 14:28:35 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 08:38:58 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:25:19 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 10 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Craft Marijuana Cooperative,Expedited Review - License Type,Expedited,License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,CO281452,Mass Cannabis Growers Cooperative,N/A,MA,N/A,42.15652,-71.489592,62 Main St - Bldg #3,,Hatifled,MA,01038,,POINT (-71.489592 42.15652),PO Box 704,,Hatfield,MA,01038,84-2079381,CON281452,Fri Jun 18 2021 14:34:32 GMT-0400 (Eastern Daylight Time),Wed Dec 09 2020 12:49:03 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Mon Jun 10 2019 15:03:22 GMT-0400 (Eastern Daylight Time),Fri Jun 25 2021 14:29:28 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:30:31 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,N/A,,600,5000,,,,,,,9/5/2023
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,COMMENCE OPS,3/1/2021,COMPLETE,MR281865,Core Empowerment LLC,Boston,MA,02130,42.321676,-71.110389,401A Centre Street,,Jamaica Plain,MA,02130,POINT (-71.073493 42.334948),POINT (-71.110388 42.3216759),401A Centre Street,,Jamaica Plain,MA,02130,83-1709012,MRN281865,Mon Jan 27 2020 12:39:02 GMT-0500 (Eastern Standard Time),Thu Oct 17 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 16 2020 11:08:31 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Woman-Owned Business,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Sep 05 2018 15:28:04 GMT-0400 (Eastern Daylight Time),Fri Jan 03 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:16:35 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,N/A,Suffolk County,300,10000,02130,Jamaica Plain,Suffolk,42.334948,-71.073493,,9/5/2023
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,2/17/2023,COMPLETE,MC282761,Coastal Healing,Westport,MA,02790,41.673128,-71.103795,248 State road,,Westport,MA,02970,POINT (-71.102131 41.778329),POINT (-71.103795 41.6731279),1942 crandall road,,tiverton,RI,02878,84-2687547,MCN282761,Wed Dec 01 2021 17:05:46 GMT-0500 (Eastern Standard Time),Tue Nov 23 2021 14:45:08 GMT-0500 (Eastern Standard Time),Wed Mar 23 2022 10:10:01 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 22 2020 11:22:43 GMT-0400 (Eastern Daylight Time),Fri Dec 10 2021 13:10:10 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:55:49 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Mar 23 2024 04:00:00 GMT-0400 (Eastern Daylight Time),248 State Rd,N/A,Bristol County,600,5000,02790,Westport,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,1/8/2019,COMPLETE,MR281309,Temescal Wellness of Massachusetts,Hudson,MA,01749,42.396807,-71.601889,252 Coolidge St,,Hudson,MA,01749,POINT (-71.275566 42.459085),POINT (-71.601889 42.3968070),665 Cochituate Road,Second Floor,Framingham,MA,01701,46-2527018,MRN281309,Thu Aug 23 2018 08:20:30 GMT-0400 (Eastern Daylight Time),Wed Jul 25 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 23 2018 08:16:41 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201850,RP201850,Not a DBE,,,Thu Dec 13 2018 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 24 2018 10:23:15 GMT-0400 (Eastern Daylight Time),Thu Aug 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 20 2018 15:52:02 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 24 2024 04:00:00 GMT-0400 (Eastern Daylight Time),252 Coolidge St,N/A,Middlesex County,300,5000,01749,Hudson,Middlesex,42.459085,-71.275566,Central MA,9/5/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282585,"Health Circle, Inc.",Marshfield,MA,02050,42.102829,-70.748508,21 Commerce Road,,Rockland,MA,02370,POINT (-70.818958 41.978877),POINT (-70.748508 42.102829),21 Commerce Rd,,Rockland,MA,02370,47-4634005,MRN282585,Thu Nov 10 2022 11:03:19 GMT-0500 (Eastern Standard Time),Thu Jun 06 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Mar 31 2023 10:44:43 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201911,RP201911,Not a DBE,,,,Mon Apr 08 2019 09:28:41 GMT-0400 (Eastern Daylight Time),Mon Nov 21 2022 08:58:19 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:20:33 GMT-0500 (Eastern Standard Time),Fri Mar 31 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Mar 31 2024 04:00:00 GMT-0400 (Eastern Daylight Time),120 Enterprise Dr,N/A,Plymouth County,300,10000,02050,Marshfield,Plymouth,41.978877,-70.818958,Southeast and Cape,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284038,"Union Twist, Inc.",Boston,MA,02134,42.357627,-71.128041,630 Worcester Road,,Framingham,MA,01702,POINT (-71.073493 42.334948),POINT (-71.128040 42.3576270),"One International Place, Suite 3700",C/O Prince Lobel Tye LLP,Boston,MA,02110,83-3883936,MRN284038,Thu Nov 04 2021 13:53:42 GMT-0400 (Eastern Daylight Time),Wed May 05 2021 16:40:56 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,,Tue Jan 19 2021 20:43:35 GMT-0500 (Eastern Standard Time),Fri Oct 29 2021 13:44:29 GMT-0400 (Eastern Daylight Time),Thu Apr 07 2022 12:52:38 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),259 Cambridge St,N/A,Suffolk County,1500,10000,02134,Allston,Suffolk,42.334948,-71.073493,,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281327,"Green Line Boston, Inc.",Boston,MA,02119,42.32939,-71.074803,351 Langley Road,,Newton,MA,02459,POINT (-71.073493 42.334948),POINT (-71.074803 42.3293899),351 Langley Road,,Newton,MA,02459,81-5389011,MPN281327,Wed Dec 18 2019 17:26:49 GMT-0500 (Eastern Standard Time),Wed Sep 11 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Mar 06 2020 16:51:52 GMT-0500 (Eastern Standard Time),,,,,,,,,,Not a DBE,,,,Tue May 01 2018 16:07:18 GMT-0400 (Eastern Daylight Time),Thu Dec 19 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:19:27 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Mar 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),100 Hampden St,N/A,Suffolk County,300,10000,02119,Boston,Suffolk,42.334948,-71.073493,Metro Boston,9/5/2023
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103566,Herby Home Delivery LLC,N/A,,N/A,,,36A Wheeler St,,Pepperell,MA,01463,,,36A Wheeler St,,Pepperell,MA,01463,87-3265712,PDOA103566,Thu Nov 04 2021 18:50:53 GMT-0400 (Eastern Daylight Time),Mon Nov 01 2021 08:43:39 GMT-0400 (Eastern Daylight Time),,,,SE305364,,,,,,,Not a DBE,,,,Wed Oct 27 2021 16:57:50 GMT-0400 (Eastern Daylight Time),Mon Nov 15 2021 15:14:02 GMT-0500 (Eastern Standard Time),Tue Nov 16 2021 10:46:53 GMT-0500 (Eastern Standard Time),Tue Nov 16 2021 03:00:00 GMT-0500 (Eastern Standard Time),Thu Nov 16 2023 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284801,"CTDW Beverly, LLC",Beverly,MA,01915,42.543872,-70.881432,3 Dodge Street,,Salem,MA,01970,POINT (-70.970827 42.635475),POINT (-70.881432 42.543872),3 Dodge Street,,Salem,MA,01970,88-4233104,MRN284801,Mon Jun 05 2023 18:36:44 GMT-0400 (Eastern Daylight Time),Tue Jan 31 2023 16:30:17 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,,,,Wed Nov 02 2022 10:56:52 GMT-0400 (Eastern Daylight Time),Thu Jun 15 2023 13:28:56 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 13:55:25 GMT-0400 (Eastern Daylight Time),Wed Jul 19 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),73 Cabot St,N/A,Essex County,1500,10000,01915,Beverly,Essex,42.635475,-70.970827,Northeast,9/5/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,3/20/2019,COMPLETE,MR281282,Patriot Care Corp,Greenfield,MA,01301,42.589211,-72.604172,7 Legion Avenue,,Greenfield,MA,01301,POINT (-72.573941 42.587072),POINT (-72.604172 42.5892109),70 Industrial Avenue East,Suite B,Lowell,MA,01852,46-3348302,MRN281282,Thu Jul 26 2018 08:36:17 GMT-0400 (Eastern Daylight Time),Tue Jul 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 07 2018 09:49:03 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201838,RPA201838,Not a DBE,,,Thu Jan 24 2019 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 19 2018 16:04:57 GMT-0400 (Eastern Daylight Time),Tue Jul 31 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 14:27:22 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),7 Legion Ave,N/A,Franklin County,300,5000,01301,Greenfield,Franklin,42.587072,-72.573941,Western MA,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281466,"EMB Natural Ventures, LLC",Holyoke,MA,01040,42.195635,-72.603221,140 Middle Water Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.603221 42.1956350),P.O. Box 565,,Holyoke,MA,04041,83-0920109,MCN281466,Sat Nov 30 2019 21:20:46 GMT-0500 (Eastern Standard Time),Fri Sep 06 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Sat Mar 07 2020 00:30:29 GMT-0500 (Eastern Standard Time),,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Tue May 22 2018 12:25:31 GMT-0400 (Eastern Daylight Time),Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:16:51 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),140 Middle Water St,N/A,Hampden County,600,5000,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,12/6/2021,COMPLETE,MR282527,Munro Associates LLC,Worcester,MA,01606,42.324039,-71.792043,885 BUFFINTON ST.,,SOMERSET,MA,02726,POINT (-71.840209 42.329642),POINT (-71.792043 42.3240389),885 BUFFINTON ST.,,SOMERSET,MA,02726,83-2236376,MRN282527,Mon Mar 02 2020 15:18:19 GMT-0500 (Eastern Standard Time),Thu Jan 09 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Mar 27 2019 11:09:54 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Mon May 11 2020 20:02:43 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jun 09 2024 04:00:00 GMT-0400 (Eastern Daylight Time),17 Mountain St E,N/A,Worcester County,300,10000,01606,Worcester,Worcester,42.329642,-71.840209,Central MA,9/5/2023
